coder1,coder2,coder3,coder4,coder5,coder6,coder7,coder8,coder9,coder10
0.7019867549668874,0.7019867549668874,0.7019867549668874,0.6741573033707865,0.6646153846153846,0.5941422594142259,0.5915492957746479,0.5807962529274004,0.56657223796034,0.5074626865671642
0.30158730158730157,0.30158730158730157,0.30158730158730157,0.5407407407407407,0.5572519083969466,0.5526315789473685,0.4895833333333333,0.5222551928783383,0.44776119402985076,0.5925925925925926
0.40625,0.40625,0.40625,0.36363636363636365,0.3870967741935484,0.2926829268292683,0.3783783783783784,0.359375,0.2786885245901639,0.4444444444444444
0.5714285714285714,0.5714285714285714,0.5714285714285714,0.27586206896551724,0.27586206896551724,0.5405405405405406,0.6111111111111112,0.3076923076923077,0.4,0.5454545454545454
0.8,0.8,0.8,0.625,0.625,0.14285714285714285,0.2222222222222222,0.21052631578947367,0.35294117647058826,1.0
0.7529411764705882,0.7529411764705882,0.7529411764705882,0.5915492957746479,0.5985401459854015,0.6451612903225806,0.6296296296296297,0.5871559633027523,0.5777777777777777,0.5833333333333334
0.6428571428571429,0.6428571428571429,0.6428571428571429,0.5769230769230769,0.5882352941176471,0.47058823529411764,0.5517241379310345,0.49230769230769234,0.3888888888888889,0.0
0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6195652173913043,0.6111111111111112,0.6373626373626373,0.7160493827160493,0.6270270270270271,0.6456692913385826,0.4117647058823529
1.0,1.0,1.0,0.625,0.625,0.6666666666666666,0.4,0.5555555555555556,0.6666666666666666,0.0
0.5405405405405406,0.5405405405405406,0.5405405405405406,0.42410714285714285,0.44168734491315137,0.416403785488959,0.42857142857142855,0.4105461393596987,0.38694638694638694,0.34
