coder1,coder2,coder3,coder4,coder5,coder6,coder7,coder8,coder9,coder10
0.6986301369863014,0.6986301369863014,0.6986301369863014,0.6705539358600583,0.6560509554140127,0.6042553191489362,0.6,0.580335731414868,0.5681159420289855,0.5230769230769231
0.2786885245901639,0.2786885245901639,0.2786885245901639,0.5405405405405406,0.5577689243027888,0.5388127853881278,0.4782608695652174,0.5182926829268293,0.43243243243243246,0.5882352941176471
0.4,0.4,0.4,0.38461538461538464,0.4044943820224719,0.28205128205128205,0.4,0.36065573770491804,0.2831858407079646,0.4444444444444444
0.5957446808510638,0.5957446808510638,0.5957446808510638,0.3076923076923077,0.3076923076923077,0.5405405405405406,0.6111111111111112,0.32432432432432434,0.4,0.6
0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6153846153846154,0.6153846153846154,0.15384615384615385,0.2222222222222222,0.13333333333333333,0.375,1.0
0.7380952380952381,0.7380952380952381,0.7380952380952381,0.5797101449275363,0.5864661654135338,0.6557377049180327,0.6415094339622641,0.5961538461538461,0.5747126436781609,0.5833333333333334
0.6792452830188679,0.6792452830188679,0.6792452830188679,0.6,0.6,0.45161290322580644,0.5185185185185185,0.5245901639344263,0.36363636363636365,0.0
0.7605633802816901,0.7605633802816901,0.7605633802816901,0.5921787709497207,0.5828571428571429,0.6363636363636364,0.7,0.6111111111111112,0.628099173553719,0.3125
1.0,1.0,1.0,0.625,0.625,0.6666666666666666,0.4,0.5555555555555556,0.6666666666666666,0.0
0.5087108013937283,0.5087108013937283,0.5087108013937283,0.3853211009174312,0.4071246819338422,0.39228295819935693,0.4034334763948498,0.3831417624521073,0.3501199040767386,0.28865979381443296
